,YNC11,GZC36,GZC25,YNC4,SCC25,GZC3,GZC45,YGC27,GZC42,YNC8,GZC30,GZC5,SCC15,SCC19,YNC37,YGC25,GZC20,SCC8,GZC18,GZC1,YGC1,YGC47,YNC7,SCC29,YGC14,YNC25,YGC9,SCC14,YGC26,YNC47,SCC22,SCC27,YNC29,SCC7,YGC15,YNC17,YGC8,SCC24,SCC23,YNC32,GZC16,SCC28,SCC1,SCC18,YGC7,GZC27,YNC3,SCC13,YNC34,SCC21,YNC45,GZC7,YGC2,YGC3,YNC35,YNC22,SCC12,YGC50,YGC41,GZC13,GZC10,YNC9,YGC39,SCC5,YNC36,GZC4,YGC18,YNC15,YNC26,SCC9,YGC11,YGC5,SCC3,SCC2,YGC36,SCC17,YGC38,YGC48,SCC6,YNC46,GZC12,GZC41,GZC40,YGC43,YGC45,SCC16,GZC39,YGC16,SCC26,YGC4,YGC53,GZC46,YNC43,YGC52,GZC38,GZC33,SCC4,YNC40,YGC12,YNC39,SCC11,SCC20,YNC44,GZC43,GZC9,YNC18,GZC37,GZC44,YNC41,GZC32,SCC30,YGC31,GZC26,YNC12,YNC10,YNC31,YGC51,GZC14,SCC10,YNC24
d__Bacteria;k__unclassified_d__Bacteria;p__Tenericutes,0.000271316,0.000444494,0.000126161,0.000482623,0.000463714,9.63E-05,0.000541035,0.000385988,0.000296963,0.000451751,0.000141975,0.00015451,0.000140992,0.000609887,0.000182409,0.000300106,3.60E-05,0.000399708,0.000212391,0.000223842,0.000272963,0.000433595,0.000406708,0.000854571,0.000101237,0.000270358,0.000799529,0.000216374,0.00034664,4.17E-05,0.000624739,0.00094653,0.000369459,0.000757247,0.000233003,0.011390644,0.000311661,0.000719587,0.000479454,0.00030484,9.63E-05,0.000205268,0.000271774,0.000373801,0.000555538,5.90E-05,0.0002454,0.00010733,0.000454443,0.000926218,0.000332908,4.85E-05,0.000386896,0.000971839,0.000475159,0.000718278,0.000393146,0.001239674,0.00029744,0.000939868,0.00068257,0.000425871,0.000169505,0.000427059,0.000472304,0.000132997,0.000697549,0.000548662,0.000407356,0.001110427,0.000466747,0.000128091,0.000201809,0.000167835,0.000781588,0.000114724,0.00040956,0.000366502,0.001621432,0.000543995,0.000174679,0.000195849,5.67E-05,4.80E-05,5.78E-05,0.000221284,0.000303735,0.000336848,0.00037083,0.000565686,0.000334319,0.000398597,0.000456441,0.000164426,0.000315561,5.65E-05,0.000182044,0.000203784,0.000308948,0.000551332,0.000363927,0.000180162,0.000429887,8.76E-05,0.000583258,0.000313296,0.000204319,9.21E-05,0.000213685,0.000105024,0.000341942,0.000268971,0.000186879,0.000303258,0.001464649,0.000645267,0.000303632,0.000107813,0.00095865,0.000495757
d__Bacteria;k__unclassified_d__Bacteria;p__Synergistetes,8.63E-06,2.92E-07,1.23E-06,1.84E-05,0.003337101,2.67E-06,5.48E-08,0,9.78E-06,2.44E-06,2.30E-05,0.000351669,7.32E-06,0.001791098,2.24E-07,1.75E-05,1.45E-06,4.50E-05,0.000571665,4.60E-06,1.95E-05,1.65E-07,1.35E-05,0.000361287,8.64E-07,2.46E-06,1.62E-05,1.85E-05,1.66E-05,6.56E-07,0.000424968,0.003087727,7.19E-06,0.001145846,2.16E-05,9.76E-06,2.71E-05,5.92E-05,0.00628058,4.21E-06,5.18E-07,7.41E-05,4.71E-06,3.25E-05,3.98E-06,6.60E-07,7.93E-07,4.12E-07,7.98E-07,0.006826368,5.25E-06,9.27E-07,0,9.08E-06,4.16E-06,1.87E-05,0.002064953,9.19E-08,2.20E-05,1.60E-05,0.000273771,1.18E-05,0,0.000180319,2.19E-07,4.21E-06,6.01E-07,2.74E-06,3.30E-07,0.000507078,1.11E-07,2.58E-06,1.85E-05,5.12E-05,3.35E-06,1.09E-06,0,2.94E-07,0.001486346,5.66E-06,3.58E-07,3.28E-05,3.08E-07,1.49E-07,6.22E-08,0.000158099,9.70E-07,1.78E-07,0.001330029,1.84E-07,0,1.22E-07,6.50E-06,7.15E-08,4.83E-06,9.55E-08,1.13E-05,5.88E-07,3.47E-06,1.00E-05,0.000114694,8.99E-05,9.30E-07,1.30E-07,0.005365019,2.17E-07,9.45E-06,3.97E-05,7.35E-07,1.97E-05,0.000555076,1.74E-05,1.31E-06,8.38E-06,0.000217102,1.16E-05,1.85E-07,2.21E-06,0.003429481,5.35E-07
d__Bacteria;k__unclassified_d__Bacteria;p__Deinococcus-Thermus,0.000976414,6.34E-05,0.00146478,1.46E-05,2.28E-07,0.000288432,0.000112478,9.90E-05,0.000633404,6.95E-06,3.85E-06,0.000112042,2.93E-07,8.80E-08,0.000392231,4.08E-05,3.70E-06,1.58E-07,3.30E-06,4.24E-05,2.29E-05,9.09E-07,1.07E-05,0,7.68E-07,3.62E-07,2.21E-05,4.16E-05,0.000761069,8.20E-08,0,4.04E-07,9.87E-07,2.32E-07,0.00013775,5.43E-05,2.00E-07,0,1.03E-07,0,3.84E-06,9.13E-07,1.52E-06,7.32E-08,0.000118592,8.10E-05,3.97E-07,1.65E-07,0.002426567,3.06E-07,0,1.50E-06,0.000133374,1.03E-05,7.56E-08,1.33E-07,3.65E-07,2.30E-06,0.000553448,0.004308081,0.00010979,6.01E-06,0,0,1.31E-06,0.000374952,3.60E-05,1.12E-05,0.009717424,8.38E-08,4.45E-06,1.44E-06,3.34E-07,2.02E-07,2.91E-06,0,3.64E-06,8.82E-07,2.36E-06,1.86E-07,3.04E-05,0.000509308,5.85E-06,1.41E-06,0,0,0.000564772,5.35E-07,1.08E-07,3.64E-05,3.56E-05,0.000226747,0,5.15E-06,0.000608952,1.57E-05,9.83E-08,2.35E-07,5.35E-05,0,4.54E-07,8.59E-08,0,0.001736321,0.003445922,2.39E-06,0.00010645,1.17E-05,0,0.001507135,7.14E-08,4.30E-05,0.000309614,7.02E-06,1.03E-05,6.04E-06,5.27E-06,0.003126038,1.86E-07,0.000102394
d__Archaea;k__unclassified_d__Archaea;p__Thaumarchaeota,0.000444354,3.09E-06,2.92E-05,1.78E-05,0,0.000280861,1.12E-05,2.15E-05,4.16E-05,0.000103733,9.79E-05,0.000641352,3.90E-07,0,3.37E-05,1.54E-06,0.000234835,0,1.94E-05,0.000161267,3.28E-06,8.83E-05,4.68E-05,0,5.61E-05,5.06E-06,3.09E-05,0,1.72E-06,5.74E-07,0,0,7.76E-07,0,6.41E-07,0,1.87E-05,0,0,7.15E-06,3.40E-05,0,1.45E-07,0,0.001734045,0.001546589,3.63E-05,0,2.25E-05,0,6.75E-06,9.27E-06,4.30E-05,0.000256708,4.01E-06,2.52E-06,0,6.80E-06,9.39E-06,0.003949376,3.42E-05,1.95E-05,1.11E-06,0,4.20E-05,3.15E-05,5.85E-05,6.79E-06,2.98E-05,0,1.69E-05,0.000162087,1.67E-07,6.75E-08,5.43E-05,0,3.13E-05,4.97E-05,0,1.57E-05,0.000225304,0.000127201,0.000882393,0.000524117,2.12E-06,0,0.000638684,4.45E-06,0,1.83E-05,2.02E-05,3.24E-06,3.07E-06,6.65E-06,0.000656461,9.55E-08,0,5.88E-07,8.87E-05,7.62E-07,0,1.72E-07,3.87E-08,0.000116258,7.22E-06,1.29E-05,4.67E-05,8.41E-05,1.47E-07,0.020809957,0,7.20E-07,2.18E-06,4.83E-05,0,7.19E-08,0.000360366,0.000191853,0,2.58E-05
d__Bacteria;k__unclassified_d__Bacteria;p__Verrucomicrobia,1.64E-05,7.01E-07,5.32E-06,2.13E-05,0.000288113,1.48E-05,2.25E-06,7.19E-06,9.94E-05,9.17E-07,6.69E-06,0.000452868,3.86E-05,0.001278324,2.32E-06,2.60E-06,3.03E-05,7.66E-06,0.000212391,0.000230859,2.84E-06,3.80E-06,1.94E-06,8.43E-05,3.36E-06,1.65E-05,1.09E-06,4.89E-06,1.01E-05,0.003292232,8.53E-05,0.001640885,1.38E-05,0.001168195,4.40E-06,4.44E-05,7.29E-06,4.39E-06,0.004686133,4.44E-05,2.70E-06,2.86E-05,2.76E-06,8.13E-06,1.75E-05,2.84E-05,3.89E-06,6.60E-07,1.43E-06,0.001231154,1.43E-06,1.50E-06,5.56E-06,8.21E-06,1.66E-05,3.99E-05,0.000444629,0,4.85E-06,9.46E-05,0.001713726,6.33E-07,1.30E-07,4.44E-05,4.88E-06,6.84E-05,2.57E-06,1.78E-06,1.90E-06,0.001923662,7.78E-07,8.88E-06,4.84E-06,2.31E-05,2.91E-06,2.44E-06,7.28E-06,8.82E-07,0.000383205,3.81E-06,4.78E-06,8.13E-05,5.08E-06,1.41E-06,1.37E-06,2.21E-05,1.47E-05,1.16E-06,0.00025279,2.40E-06,3.48E-06,6.12E-07,9.08E-07,7.15E-07,1.42E-06,1.21E-05,6.88E-06,4.94E-06,2.72E-05,4.29E-06,0.000132372,1.92E-05,7.75E-07,2.20E-05,0.000541311,7.38E-06,1.88E-05,9.60E-06,4.48E-06,0.000877891,6.01E-05,5.40E-06,1.20E-06,1.07E-06,0.002219471,1.58E-06,3.33E-06,0.001531504,0.001770373,1.38E-06
d__Bacteria;k__unclassified_d__Bacteria;p__Fusobacteria,1.26E-05,3.56E-06,2.66E-06,5.20E-07,2.21E-05,3.71E-06,4.93E-07,1.07E-05,5.42E-06,1.91E-06,1.02E-06,6.56E-05,0.00010128,0.000724786,6.94E-05,1.52E-05,7.93E-07,9.03E-05,9.69E-06,4.60E-07,1.10E-05,1.49E-06,3.73E-06,3.80E-05,0.001915547,0.003653082,6.46E-06,2.75E-05,1.78E-05,3.61E-06,3.41E-05,3.12E-05,5.15E-06,0.000415589,1.34E-05,2.19E-05,7.68E-06,2.74E-05,0.000625469,3.72E-06,1.56E-06,1.88E-05,0.001057075,0.000160399,8.86E-06,8.80E-07,0.000124603,7.09E-06,2.28E-07,0.000454877,8.96E-07,3.71E-06,1.00E-06,8.00E-06,7.56E-07,7.92E-05,0.004011059,0.00015303,1.28E-05,2.08E-05,0.000577648,2.78E-06,0,0.000105722,6.78E-06,8.43E-06,1.72E-06,1.85E-06,9.91E-07,0.000335566,2.41E-05,0.002636489,0.000194881,3.85E-05,2.54E-05,0.000109005,7.87E-07,8.82E-07,0.000319009,2.18E-05,2.61E-05,8.58E-06,6.16E-07,7.22E-06,8.32E-05,0.00296851,2.10E-06,4.08E-05,9.16E-06,5.53E-07,2.41E-06,3.79E-06,2.80E-07,2.07E-06,6.33E-06,3.15E-06,7.95E-05,4.94E-06,8.09E-06,1.04E-05,0.000641981,0.001152796,8.91E-07,7.80E-06,0.000503359,1.01E-06,4.80E-06,1.09E-05,7.57E-06,8.08E-05,4.48E-05,9.45E-06,1.52E-06,1.66E-06,1.73E-05,0.000135467,0.000157268,3.32E-05,0.001391047,3.82E-07
d__Bacteria;k__unclassified_d__Bacteria;p__Acidobacteria,0.007602459,1.52E-06,8.29E-06,0.000637232,2.73E-06,5.18E-05,6.13E-06,1.50E-05,0.000119134,0.000209911,8.04E-06,0.000229506,2.83E-06,2.29E-06,0.000129598,0.000179311,2.50E-05,9.09E-06,5.33E-07,4.16E-05,0.000124766,1.86E-05,0.000382629,4.93E-06,7.83E-05,1.66E-06,2.80E-05,4.71E-05,0.000427644,0,1.47E-05,4.04E-07,7.05E-07,1.47E-05,0.000135369,2.56E-05,3.09E-06,4.59E-07,5.14E-07,4.75E-05,9.33E-07,1.13E-05,4.71E-06,9.52E-07,0.000454663,9.46E-05,0.000135945,5.77E-07,0.000382143,1.15E-06,1.55E-06,1.14E-06,1.57E-05,4.78E-05,4.31E-06,4.12E-06,4.02E-06,1.19E-06,0.000192822,0.000108214,2.25E-05,0.000138625,5.22E-07,1.59E-06,5.68E-06,7.93E-05,8.93E-06,0.000123235,0.002331686,9.22E-07,8.01E-06,2.88E-05,1.43E-05,2.90E-06,5.05E-05,6.73E-07,1.80E-05,7.35E-06,3.94E-06,0.001422614,2.26E-05,0.000241278,2.16E-05,1.05E-05,2.24E-06,3.28E-06,8.57E-05,1.16E-06,1.29E-06,6.92E-06,7.67E-06,2.26E-06,1.89E-06,3.15E-06,1.15E-05,6.68E-07,1.97E-07,1.24E-06,0.000103753,5.71E-07,8.31E-06,9.45E-07,2.52E-06,2.25E-05,1.51E-05,0.000220074,9.64E-05,1.31E-05,5.14E-07,0.003016964,2.43E-05,0.000255014,5.45E-06,0.000121946,3.53E-05,3.35E-05,2.37E-05,0.000101179,8.38E-07,8.64E-05
d__unclassified;k__unclassified_d__unclassified;p__unclassified_d__unclassified,0.000111223,0.000127357,4.40E-06,2.18E-05,0.000404953,0.000298081,3.77E-05,1.30E-05,0.000261676,5.62E-05,1.01E-05,0.000161377,0.00017163,0.000299969,4.86E-06,0.000256338,3.31E-06,0.000180141,1.42E-05,4.26E-06,0.00025789,1.24E-06,5.86E-05,0.000246507,6.33E-06,5.68E-05,2.16E-05,0.000219398,0.00022853,1.81E-05,0.00048275,0.001631331,0.000201446,0.000366559,0.000241063,0.000212159,5.29E-05,0.000118042,0.000695958,2.43E-05,1.51E-05,0.000634904,9.19E-05,2.46E-05,1.54E-05,3.96E-06,0.000133249,1.02E-05,1.07E-05,0.000307004,7.58E-06,3.56E-07,3.78E-06,3.35E-05,6.35E-06,7.57E-05,0.000417244,2.48E-06,0.000192327,0.000166692,9.48E-05,6.95E-05,0.00017446,0.00015779,3.10E-05,0.000321565,7.72E-06,4.02E-05,3.74E-05,0.000335147,2.11E-05,1.36E-05,0.00071501,0.000368333,4.01E-05,3.33E-05,3.16E-05,8.82E-06,0.000254026,0.000106032,1.52E-05,5.96E-05,2.93E-06,4.89E-05,0.000297898,7.79E-05,1.36E-05,3.56E-06,0.000649707,4.34E-06,3.01E-05,9.83E-05,9.08E-06,8.20E-05,4.59E-05,7.16E-06,2.10E-05,4.64E-05,4.54E-05,8.58E-05,0.000159622,4.16E-05,8.37E-06,7.20E-05,9.60E-05,2.00E-05,0.000106595,1.59E-05,5.71E-05,1.89E-05,0.00025369,0.000281038,4.28E-05,1.21E-05,8.72E-05,3.75E-05,4.80E-06,3.32E-05,0.000484818,1.38E-06
d__Bacteria;k__unclassified_d__Bacteria;p__Elusimicrobia,0,5.84E-08,3.07E-07,0,0.000455515,1.48E-06,0,0,1.05E-06,0,1.21E-05,0.000572139,0,0.000159273,0,2.89E-07,3.31E-06,7.03E-06,2.95E-05,0,0,0,0,0.000462616,0,0,0,1.71E-06,5.23E-07,0,7.30E-05,0.000943031,0,0.000361069,0,5.84E-07,1.20E-06,5.21E-05,0.000681675,4.91E-07,0,2.87E-06,4.35E-07,6.74E-06,0,2.20E-07,0,0,0,0.000433205,0,0,0,0,3.03E-07,1.13E-06,0.000252209,0,5.93E-07,3.92E-06,0.000150145,0,0,7.08E-05,0,1.56E-07,8.58E-08,2.74E-07,0,0.000108169,0,0,5.01E-07,2.50E-06,8.81E-08,0,0,0,0.000284745,0,3.58E-07,1.51E-06,1.23E-06,0,0,1.62E-05,0,0,0.003175556,0,0,0,0,0,3.33E-07,0,6.79E-06,5.88E-08,5.78E-07,0,3.99E-05,2.40E-05,7.75E-08,0,0.000302231,7.23E-08,1.16E-06,1.29E-06,2.20E-07,0,0.000169793,9.00E-08,0,0,1.15E-06,0,0,0,0.000486122,0
d__Bacteria;k__unclassified_d__Bacteria;p__Chloroflexi,9.80E-05,4.09E-07,6.14E-06,4.05E-05,2.16E-06,5.94E-05,5.53E-06,2.30E-05,0.000125772,1.74E-05,8.50E-06,6.76E-05,7.81E-06,6.96E-06,2.17E-06,1.15E-05,2.19E-05,2.31E-05,2.56E-06,2.70E-05,8.81E-06,2.78E-05,6.29E-06,9.86E-07,3.53E-05,6.51E-07,2.41E-05,1.25E-05,9.26E-06,0,1.76E-05,2.69E-06,0,3.04E-05,2.12E-05,1.13E-05,2.32E-05,6.55E-08,3.29E-06,1.61E-06,2.70E-06,9.13E-07,3.12E-06,6.59E-07,0.000787118,0.000251238,1.98E-06,1.65E-07,1.25E-06,3.52E-06,6.57E-07,1.78E-06,3.81E-05,0.000122628,1.89E-06,6.64E-07,1.20E-05,9.37E-06,4.65E-05,0.000149209,2.04E-05,1.58E-06,3.91E-07,1.59E-06,5.39E-06,0.00013128,4.70E-05,1.10E-06,4.62E-06,4.27E-06,2.10E-05,5.86E-05,9.76E-06,8.03E-06,8.40E-05,4.21E-06,1.98E-05,1.21E-05,1.97E-05,1.34E-05,2.42E-05,0.000292764,8.50E-05,0.000164108,5.60E-07,3.46E-06,0.000437973,3.47E-06,4.31E-06,2.36E-05,5.76E-05,5.51E-07,1.12E-06,7.72E-06,2.28E-05,9.55E-08,1.97E-07,4.12E-07,0.000277157,3.81E-07,5.21E-06,4.30E-07,0,8.80E-05,2.06E-05,1.95E-06,6.09E-05,6.21E-05,2.94E-07,0.004304177,1.14E-06,1.11E-05,1.52E-06,4.97E-06,2.31E-05,1.44E-07,0.00015699,7.13E-05,3.07E-06,1.30E-06
d__Archaea;k__unclassified_d__Archaea;p__unclassified_d__Archaea,2.31E-05,6.14E-05,3.58E-06,6.84E-05,3.50E-05,2.08E-06,4.05E-06,0,4.89E-06,0.000145593,1.47E-06,3.25E-06,4.88E-07,4.05E-06,9.71E-07,5.57E-05,2.12E-06,1.82E-06,0,1.61E-06,9.48E-06,0.000255464,5.79E-05,4.93E-06,0.000180692,6.57E-05,0.000273112,3.49E-06,1.08E-05,2.12E-05,1.62E-06,6.86E-06,1.16E-05,4.87E-06,1.38E-05,1.69E-05,1.67E-05,0.000246238,5.34E-06,1.68E-05,0,5.28E-06,1.78E-05,4.10E-06,8.21E-05,5.50E-06,6.90E-06,2.23E-06,0,9.96E-07,0.000175947,1.78E-06,6.55E-05,3.91E-05,6.66E-05,3.77E-05,2.46E-06,7.35E-07,6.53E-06,4.43E-05,1.90E-05,0.000157542,0,4.77E-05,0.000309938,1.22E-05,5.37E-05,4.79E-05,2.64E-06,6.54E-06,1.56E-06,1.03E-05,2.00E-06,6.82E-06,0.000241498,2.00E-05,7.87E-07,0.000105807,8.66E-06,0.000282907,2.60E-05,3.03E-06,2.31E-06,2.12E-05,1.41E-05,3.37E-06,8.73E-06,6.17E-05,1.19E-06,9.78E-06,8.03E-07,7.66E-05,5.91E-05,6.44E-07,7.98E-05,2.88E-05,5.02E-05,2.18E-06,0.000134099,0.000157047,9.96E-06,3.35E-06,1.36E-06,4.29E-06,2.61E-06,5.86E-06,5.05E-05,1.74E-05,1.91E-06,3.05E-05,1.71E-06,3.66E-05,9.17E-05,0.000100209,1.26E-05,1.98E-05,7.00E-05,2.60E-05,4.28E-06,1.84E-06
d__Bacteria;k__unclassified_d__Bacteria;p__Planctomycetota,2.16E-05,1.75E-07,2.15E-06,1.13E-05,3.64E-06,1.17E-05,1.37E-06,7.08E-06,0.000136777,3.74E-06,2.38E-06,4.01E-05,6.44E-06,2.99E-06,4.48E-07,9.45E-06,1.03E-05,1.19E-05,1.81E-06,7.71E-06,5.07E-06,7.19E-06,1.63E-06,7.17E-07,1.83E-05,5.06E-07,9.23E-07,5.89E-06,4.40E-06,0,1.37E-05,1.35E-06,2.12E-07,1.24E-05,5.40E-06,0.000834961,2.00E-06,0,2.67E-06,4.21E-07,3.11E-07,2.87E-06,1.60E-06,2.12E-06,6.94E-05,5.13E-05,5.55E-07,1.65E-07,1.08E-06,2.37E-06,4.78E-07,1.14E-06,6.56E-06,1.00E-05,6.81E-07,9.96E-07,7.67E-06,9.19E-07,1.19E-05,2.44E-05,4.23E-06,6.96E-07,6.52E-08,1.34E-06,1.53E-06,0.000105367,3.00E-06,2.74E-07,3.14E-06,2.60E-06,6.56E-06,2.13E-05,1.19E-05,9.52E-06,6.78E-06,7.57E-07,8.95E-06,1.18E-06,4.33E-06,1.06E-05,5.25E-06,0.000316993,1.19E-05,4.02E-06,3.55E-06,3.01E-06,2.78E-05,4.45E-07,1.62E-06,3.69E-06,6.15E-06,1.04E-06,4.19E-07,5.72E-07,2.58E-06,8.69E-06,9.83E-08,5.30E-07,5.75E-05,2.86E-07,2.59E-06,4.30E-07,3.87E-08,8.32E-06,8.45E-06,6.51E-07,3.00E-05,5.85E-06,3.67E-07,0.000864426,5.00E-07,7.02E-06,4.47E-06,2.92E-07,6.76E-05,4.31E-07,2.25E-05,4.92E-05,2.14E-06,7.65E-08
