,YGE5,YNE3,GZE15,YGE15,YNE29,GZE10,YNE2,YNE24,GZE4,YNE28,GZE11,YNE23,GZE16,YNE18,YNE6,SCE5,SCE28,YNE25,SCE20,YGE29,SCE4,GZE19,YGE8,SCE29,YGE17,YNE30,GZE28,YNE22,YGE27,YGE10,YGE12,SCE15,SCE21,YGE16,YNE1,YNE20,SCE12,SCE13,YGE30,GZE2,SCE18,YGE28,GZE14,GZE25,SCE10,YGE24,YNE17,YGE18,GZE22,GZE13,GZE9,SCE22,SCE16,SCE2,GZE3,YGE4,YNE4,YNE5,YGE19,YNE26,YGE21,SCE1,YGE25,YNE21,SCE25,YGE20,SCE8,YGE13,YGE14,GZE21,GZE18,GZE26,SCE9,YNE8,YNE10,YGE2,YNE7,SCE23,GZE23,SCE14,YGE11,YGE22,YGE6,YNE19,YNE11,YNE16,YGE26,GZE27,YGE1,GZE17,SCE27,SCE19,YNE14,YGE3,YNE9,GZE12,GZE20,YNE27,YNE15,YGE23,SCE26,YGE9,YGE7,GZE7,GZE24,SCE24,GZE8,GZE5,GZE6,SCE11,GZE1
d__Bacteria;k__unclassified_d__Bacteria;p__Fibrobacteres,7.71E-06,0.000150136,3.73E-05,2.33E-05,5.34E-05,6.69E-06,6.14E-05,6.08E-05,1.25E-05,1.56E-06,1.90E-06,2.60E-05,8.90E-06,7.40E-05,0.000661313,7.90E-06,1.14E-05,6.15E-05,3.70E-05,6.05E-06,7.37E-07,3.07E-05,3.55E-05,1.14E-05,0,5.95E-05,5.38E-05,1.45E-05,1.54E-05,1.15E-06,2.81E-06,1.63E-06,6.40E-06,4.81E-06,6.59E-05,3.13E-05,0,1.51E-05,2.61E-05,8.72E-05,1.58E-06,2.28E-05,2.26E-05,2.27E-05,0.000522443,8.80E-06,5.54E-06,1.66E-05,3.90E-05,5.05E-06,8.35E-06,4.08E-05,1.17E-05,7.67E-07,8.65E-05,1.49E-06,0.000215384,1.97E-05,4.74E-05,2.88E-05,4.36E-06,1.44E-05,6.22E-05,7.48E-05,9.70E-06,0,2.72E-05,1.73E-05,2.88E-06,0,6.68E-06,0.000103953,3.58E-07,2.30E-05,8.44E-05,2.98E-06,1.36E-05,2.46E-05,3.74E-06,1.02E-05,9.35E-06,2.16E-05,8.06E-06,9.70E-06,1.67E-05,4.04E-05,7.46E-06,3.14E-05,2.51E-05,8.89E-06,2.30E-05,0.000500963,2.22E-05,2.40E-06,4.47E-05,5.50E-06,4.59E-05,5.12E-05,4.47E-05,1.98E-05,0,0,4.76E-06,0,1.15E-05,4.27E-05,7.04E-06,6.27E-05,2.33E-05,1.66E-05,9.87E-05
d__Bacteria;k__unclassified_d__Bacteria;p__Candidatus_Eremiobacteraeota,9.64E-07,0,0,0,0,6.69E-06,1.02E-05,0,6.25E-06,2.66E-05,1.90E-06,2.60E-05,0,1.06E-05,0,1.44E-07,1.90E-06,0.001109986,8.53E-06,0,0,0,4.43E-06,0,8.42E-07,0.000136847,3.36E-06,0,2.43E-05,1.15E-06,9.37E-07,0,0,1.93E-06,0.000128417,2.40E-05,0,0,0,4.59E-06,1.03E-05,1.01E-05,1.13E-05,0,0,5.86E-06,0.000120911,0,0,0,4.17E-06,0,0,1.53E-07,1.85E-05,0.000150489,3.39E-05,4.92E-06,0,0,8.71E-06,7.99E-07,2.70E-06,0.0001713,8.82E-07,2.22E-06,0,0,1.44E-06,2.31E-06,0,4.52E-06,8.95E-08,0,3.22E-05,8.95E-05,8.17E-06,0,7.48E-06,1.70E-06,5.61E-06,5.41E-06,2.02E-06,4.16E-06,2.92E-05,0.000320301,2.49E-06,0,3.59E-06,1.33E-05,2.71E-06,0,0.000320047,0.000134955,0.000217817,5.50E-06,3.53E-06,0,0.000125227,0,2.59E-06,0.000688639,7.13E-06,0,3.82E-06,0,7.04E-06,0,0,6.04E-06,2.06E-06
d__Archaea;k__unclassified_d__Archaea;p__Candidatus_Thermoplasmatota,5.78E-06,4.44E-06,3.20E-05,1.75E-05,3.64E-05,2.68E-05,0.000133017,0,1.87E-05,5.78E-05,1.71E-05,3.55E-05,2.97E-05,2.47E-05,8.28E-05,2.87E-07,2.28E-05,4.87E-05,2.27E-05,6.05E-05,0,6.47E-06,5.76E-05,2.85E-05,5.05E-06,2.08E-05,2.36E-05,0,1.77E-05,8.02E-06,1.78E-05,0,5.02E-07,3.85E-06,5.21E-05,0,2.07E-06,1.36E-05,2.27E-05,3.67E-05,5.54E-06,3.80E-05,1.13E-05,9.75E-06,1.61E-05,1.17E-05,2.86E-05,8.30E-06,1.95E-05,3.03E-05,1.67E-05,0,8.35E-06,0,3.71E-05,2.60E-06,5.78E-05,8.36E-05,2.08E-05,0,5.66E-05,4.80E-06,4.87E-05,1.73E-05,3.53E-06,2.00E-05,1.88E-05,4.32E-05,4.32E-06,2.54E-05,5.01E-05,4.97E-05,8.95E-08,5.37E-05,0.000164792,2.61E-06,5.99E-05,2.15E-05,5.24E-05,2.55E-05,3.37E-05,8.65E-05,2.62E-05,0,5.84E-05,1.88E-05,9.95E-06,0.000251331,2.51E-05,2.67E-05,1.36E-05,0,7.11E-05,3.99E-06,0.000117286,3.85E-05,1.24E-05,0,4.47E-05,1.98E-05,1.55E-05,1.17E-05,4.76E-06,8.56E-06,1.53E-05,7.31E-05,7.04E-05,5.13E-05,7.38E-05,7.55E-06,2.78E-05
d__Bacteria;k__unclassified_d__Bacteria;p__Candidatus_Dormibacteraeota,0,0,5.33E-06,5.83E-06,0,6.69E-06,1.02E-05,0,6.25E-06,8.44E-05,0,7.10E-06,2.97E-06,0.000109166,0,0,1.90E-06,3.59E-05,5.69E-06,0,0,0,0,0,0,5.95E-06,0,0,0,0,0,0,0,2.89E-06,0.000107593,0,0,0,0,0,0,0,0,0,1.46E-06,5.86E-06,1.02E-05,0,0,0,4.17E-06,0,0,0,0,4.09E-06,7.38E-05,7.38E-06,0,0,0,0,2.70E-06,9.76E-06,0,0,2.09E-06,2.88E-06,0,0,0,9.04E-06,0,2.30E-05,0.000221063,3.36E-06,2.72E-06,0,3.74E-06,0,1.87E-06,0,2.02E-06,2.77E-06,0.000127291,0.000110356,0,7.85E-06,3.59E-06,0,1.36E-06,0,0.000524521,2.40E-06,0.00041888,0,1.77E-06,0,0.000389098,0,0,1.68E-06,0,6.12E-07,0,0,0,0,0,0,1.03E-06
d__Bacteria;k__unclassified_d__Bacteria;p__Candidatus_Latescibacteria,3.85E-06,0,2.13E-05,0,3.64E-05,7.36E-05,0,1.71E-06,9.37E-05,0,3.81E-06,0,3.86E-05,7.04E-06,0,0,3.80E-06,0,8.53E-06,2.42E-05,0,0,1.77E-05,5.69E-06,1.68E-06,2.38E-05,1.35E-05,1.45E-05,0,1.15E-06,0,0,0,2.89E-06,3.47E-06,6.01E-06,0,6.05E-06,1.74E-06,4.59E-06,7.91E-07,2.53E-06,0.000411618,1.62E-05,2.93E-06,2.93E-06,9.23E-07,0,1.22E-05,1.01E-05,0.000121053,0,3.34E-06,0,5.56E-05,0,1.99E-06,0,1.19E-05,1.47E-05,4.36E-06,3.20E-06,2.70E-06,0,8.82E-07,4.44E-06,1.05E-05,2.88E-06,0,2.31E-06,0,9.04E-06,0,3.83E-06,4.02E-06,3.73E-07,2.72E-06,3.07E-06,7.48E-06,6.81E-06,0,5.41E-06,2.02E-06,1.39E-06,6.26E-06,0,4.97E-06,0,2.51E-05,0.000102182,1.36E-06,0,0,0,5.59E-06,0.000164914,0,1.79E-05,0,2.38E-05,2.33E-05,3.35E-06,7.13E-06,1.84E-06,0,0,0.000464357,3.99E-05,2.72E-05,0,3.08E-06
d__Bacteria;k__unclassified_d__Bacteria;p__Lentisphaerae,7.71E-06,6.67E-06,1.60E-05,8.74E-06,9.71E-06,6.02E-05,3.07E-05,8.56E-07,5.62E-05,2.19E-05,1.33E-05,1.66E-05,2.97E-06,1.41E-05,2.78E-05,4.31E-06,7.61E-06,3.85E-05,3.41E-05,2.42E-05,1.11E-06,1.46E-05,4.43E-06,2.09E-05,1.18E-05,0,1.01E-05,5.79E-06,8.83E-06,4.58E-06,6.56E-06,1.24E-05,1.13E-06,4.81E-06,2.08E-05,1.80E-05,1.10E-05,1.06E-05,1.22E-05,1.38E-05,3.17E-06,2.53E-05,2.26E-05,6.50E-06,1.46E-05,1.76E-05,5.54E-06,2.49E-05,2.93E-05,3.03E-05,2.92E-05,6.19E-07,3.84E-05,1.55E-05,1.85E-05,4.09E-06,2.99E-05,2.71E-05,2.08E-05,1.17E-05,2.61E-05,7.99E-06,2.16E-05,1.73E-05,7.05E-06,4.44E-06,1.88E-05,1.73E-05,4.32E-06,1.15E-05,2.67E-05,1.81E-05,5.14E-05,2.68E-05,2.01E-05,1.12E-06,1.36E-05,5.22E-05,1.50E-05,1.19E-05,1.12E-05,2.70E-05,1.21E-05,1.11E-05,1.46E-05,1.08E-05,1.99E-05,1.57E-05,2.51E-05,2.67E-05,8.13E-06,7.00E-07,8.89E-06,3.99E-06,5.59E-06,4.95E-05,1.41E-05,5.97E-06,1.34E-05,3.97E-05,1.55E-05,3.35E-06,1.66E-05,3.67E-06,1.91E-05,5.79E-05,2.81E-05,3.42E-05,4.27E-05,1.06E-05,1.65E-05
d__Bacteria;k__unclassified_d__Bacteria;p__Synergistetes,0,1.82E-05,0,2.33E-05,0,0,0,8.22E-05,0,3.12E-06,5.71E-06,0,2.97E-06,3.52E-06,2.26E-05,3.59E-06,0,2.56E-06,8.53E-06,6.05E-06,1.79E-05,3.24E-06,2.22E-05,6.64E-05,3.37E-06,3.57E-05,3.36E-06,2.61E-05,2.21E-06,2.29E-06,9.37E-07,1.75E-05,5.34E-05,1.93E-06,3.47E-06,4.57E-05,1.58E-05,3.02E-06,1.74E-06,0.000119307,1.58E-06,0,0,6.50E-06,1.17E-05,1.47E-05,2.77E-06,0,2.44E-06,0,8.35E-06,4.98E-05,0.00013365,1.26E-05,0,2.16E-05,0,0,2.97E-06,4.46E-05,2.18E-05,1.60E-06,0.000137945,1.08E-06,1.06E-05,0,6.28E-06,7.78E-05,5.76E-06,2.31E-06,3.34E-06,4.52E-06,2.33E-05,1.15E-05,0,1.27E-05,8.17E-06,0,0,1.70E-06,0,0,0,3.05E-05,2.09E-06,0,2.49E-06,0,0,0,1.63E-05,0.000221327,8.89E-06,7.59E-06,0,0,0,3.58E-05,0,3.97E-06,1.04E-05,0,0,0,0,0,0,5.70E-06,0,3.02E-06,0
d__Bacteria;k__unclassified_d__Bacteria;p__Fusobacteria,9.64E-07,0.000172911,0,8.74E-06,1.70E-05,6.69E-06,0,9.67E-05,6.25E-06,3.12E-06,0,0,2.97E-06,0,6.94E-05,6.03E-06,0,2.56E-06,5.69E-06,6.05E-06,2.42E-05,8.09E-06,4.43E-06,1.52E-05,1.68E-06,4.76E-05,0,2.90E-06,6.62E-06,5.73E-06,1.87E-06,2.36E-05,4.92E-05,1.64E-05,1.74E-05,0.000162312,3.79E-06,4.54E-06,0,0.000137662,0,5.07E-06,1.69E-05,6.50E-06,1.02E-05,8.80E-06,0,4.15E-06,0,0,4.17E-06,5.88E-05,0.000147015,7.36E-06,0,3.34E-06,0,0,2.97E-06,4.99E-05,0,3.20E-06,2.16E-05,1.08E-06,1.32E-05,0,2.09E-06,2.88E-06,0,2.31E-06,3.34E-06,4.52E-06,3.49E-06,0,8.04E-06,7.46E-06,2.72E-06,6.14E-06,0,1.19E-05,0,0,2.02E-06,2.49E-05,0,2.69E-06,2.49E-06,0,0,0,1.22E-05,4.29E-05,0,8.38E-06,0,0,3.53E-06,9.90E-05,8.94E-06,0,1.29E-05,0,0,6.12E-07,0,6.09E-06,1.41E-05,0,3.88E-06,1.51E-06,0
d__Archaea;k__unclassified_d__Archaea;p__Candidatus_Lokiarchaeota,2.89E-06,0,1.07E-05,4.66E-05,0,6.69E-05,0,0,5.62E-05,0,1.90E-06,0,0,0,0,0,0,0,0,5.45E-05,0,3.24E-06,3.55E-05,0,0,0,0,0,1.77E-05,1.60E-05,0,0,0,1.35E-05,0,0,0,0,3.31E-05,2.75E-05,0,1.52E-05,6.20E-05,1.30E-05,0,8.80E-06,0,3.74E-05,2.44E-06,2.53E-06,1.25E-05,0,0,0,0,0,0,0,1.19E-05,0,5.66E-05,0,1.62E-05,0,0,1.33E-05,0,4.03E-05,1.73E-05,9.45E-05,0,1.36E-05,0,0,0,0,0,0,0.000119741,1.70E-06,5.24E-05,5.95E-05,1.21E-05,0,0,0,4.23E-05,1.57E-05,1.08E-05,8.89E-06,0,0,0,0,0,7.15E-05,0,0,1.34E-05,3.57E-05,2.59E-06,0,0,1.22E-06,0,0,0.000105536,5.70E-05,5.83E-05,0,6.27E-05
d__Bacteria;k__unclassified_d__Bacteria;p__Myxococcota,9.64E-07,0,0,2.91E-06,0,1.34E-05,0,0,6.25E-06,3.12E-06,3.81E-06,7.10E-06,2.37E-05,3.52E-06,0,1.44E-07,5.71E-06,5.13E-06,5.69E-06,2.42E-05,0,6.47E-06,4.43E-05,2.09E-05,2.36E-05,0,1.01E-05,0,1.32E-05,1.60E-05,7.50E-06,0,0,6.74E-06,0,0,0,1.51E-06,2.44E-05,0,9.50E-06,6.84E-05,1.13E-05,1.62E-05,8.78E-06,4.98E-05,9.23E-07,4.57E-05,4.15E-05,5.05E-06,2.50E-05,0,5.01E-06,0,1.85E-05,7.43E-07,0,0,7.41E-05,0,8.71E-06,7.99E-07,7.30E-05,1.08E-06,8.82E-07,1.11E-05,1.46E-05,2.88E-05,2.30E-05,2.31E-06,2.00E-05,4.52E-06,8.95E-08,0,8.04E-06,0,0,9.21E-06,1.12E-05,3.40E-06,2.43E-05,3.78E-05,5.04E-05,4.99E-05,2.09E-06,0,1.24E-05,0,4.67E-05,3.11E-05,5.42E-06,0,0,1.20E-06,5.59E-06,5.50E-05,5.30E-06,0,0,9.13E-05,2.59E-05,5.03E-06,3.09E-05,1.22E-06,7.64E-06,3.66E-05,7.04E-06,5.70E-06,1.17E-05,2.12E-05,2.06E-06
d__Archaea;k__unclassified_d__Archaea;p__unclassified_d__Archaea,0,5.48E-06,1.07E-05,1.17E-05,1.46E-05,9.37E-05,0,0,0,1.56E-06,0,0,2.97E-06,2.11E-05,0.000102848,1.49E-05,0,0,2.84E-06,1.21E-05,1.84E-07,1.62E-06,2.22E-05,3.80E-06,3.37E-06,0,6.73E-06,1.30E-05,2.21E-06,0,5.62E-06,2.03E-07,1.25E-07,9.63E-07,0,0,1.03E-06,0,3.48E-06,0,0,0,2.26E-05,6.50E-06,1.46E-06,2.93E-06,0,4.15E-06,0,2.53E-06,2.50E-05,0,5.01E-06,0,0,1.86E-06,0,0,5.93E-06,7.64E-06,0,0,1.08E-05,0,8.82E-07,0,0,1.73E-05,5.76E-06,0,3.34E-06,1.36E-05,0,0,0.000168812,1.87E-06,0,3.07E-06,3.74E-06,0,5.61E-06,0,6.05E-06,0,0,2.15E-05,0,6.28E-05,3.59E-06,4.44E-06,0,7.00E-07,0,1.20E-06,0.000390954,2.20E-05,1.77E-06,0,2.24E-05,3.97E-06,2.59E-06,0,0,1.22E-06,0,3.05E-06,6.33E-05,2.85E-05,2.33E-05,0,9.25E-06
d__Bacteria;k__unclassified_d__Bacteria;p__Candidatus_Cloacimonetes,0,1.46E-05,1.07E-05,2.04E-05,4.86E-06,0.000180737,5.12E-06,0,0.000149919,3.12E-06,5.71E-06,0,8.90E-06,0,0,1.58E-06,1.90E-06,0,2.84E-06,3.03E-05,7.37E-07,4.85E-06,3.10E-05,1.90E-06,0,1.19E-05,0,0,6.62E-06,0,9.37E-07,2.23E-06,5.39E-06,1.93E-06,3.47E-06,0,1.51E-05,1.51E-06,3.48E-06,0,0,0,7.33E-05,1.30E-05,2.93E-06,1.17E-05,0,0,2.44E-06,2.53E-06,2.50E-05,3.71E-06,3.34E-06,2.45E-06,1.85E-05,3.72E-07,1.99E-06,0,8.90E-06,0,2.18E-05,2.40E-06,2.16E-05,0,2.65E-06,0,0,8.64E-06,7.20E-06,1.38E-05,3.34E-06,1.36E-05,5.46E-06,3.83E-06,0,0,2.72E-06,9.21E-06,1.12E-05,1.70E-06,7.48E-06,5.41E-06,0,0,0,0,2.49E-06,0,0,1.78E-05,1.36E-06,1.86E-05,0,0,0,8.25E-05,3.53E-06,0,4.47E-06,3.97E-06,5.18E-06,0,0,0,5.73E-06,6.09E-06,0.000218107,1.71E-05,4.27E-05,0,1.34E-05
d__Bacteria;k__unclassified_d__Bacteria;p__Ignavibacteriae,0,2.78E-06,5.33E-06,0,2.43E-05,0,0,2.05E-05,0,0,0,1.42E-05,0,0,0,1.55E-05,0,0,1.14E-05,6.05E-06,0,3.24E-06,3.10E-05,9.49E-06,0,0,0,4.06E-05,2.21E-06,0,0.000190194,0.000114574,2.51E-06,0,0,0,2.44E-05,1.06E-05,8.71E-06,0,9.66E-05,0,0,0,5.85E-06,5.86E-06,0,0,4.39E-05,0,0,4.95E-06,1.34E-05,3.22E-06,2.47E-05,4.46E-06,0,0,2.67E-05,0,0,3.20E-06,2.70E-06,0,1.06E-05,0,2.09E-06,0,2.88E-06,4.61E-06,4.01E-05,0,4.12E-06,3.83E-06,0,3.73E-07,0,6.14E-06,2.25E-05,6.81E-06,1.87E-06,0,0,2.91E-05,0,0,0,1.57E-05,0,4.44E-06,0,2.63E-06,0,3.59E-06,5.59E-06,0,0,4.01E-05,0,3.97E-06,2.33E-05,5.03E-06,2.38E-06,0,0,0.00010968,0,2.28E-05,0,0,0
d__Bacteria;k__unclassified_d__Bacteria;p__Candidatus_Levybacteria,1.93E-06,0,6.40E-05,5.83E-06,3.40E-05,0,0,0,0,0,0,0,0,3.52E-06,0,0,1.90E-06,1.03E-05,0,0,0,0,0,0,0,2.08E-05,0,0,0,0,5.34E-05,0,0,0,0,0,0,1.51E-06,1.74E-06,9.18E-06,0,0,5.64E-06,0,5.85E-06,0,0,4.15E-06,2.44E-06,0,4.17E-06,0,1.67E-06,0,7.42E-05,0,5.98E-06,0,0,0,0,0,0,0,0,2.22E-06,2.09E-06,2.88E-06,1.44E-06,2.31E-06,0,5.88E-05,0,3.07E-05,9.24E-05,0,1.63E-05,3.07E-06,1.87E-05,0,3.74E-06,0,2.02E-06,0,2.09E-06,0,0,0.000384851,0,0,0,0,8.89E-06,0,2.23E-05,1.10E-05,0,0,1.79E-05,1.59E-05,0,0,2.38E-06,6.12E-07,0,3.05E-06,7.04E-06,6.84E-05,7.77E-06,4.53E-06,4.11E-06
d__Bacteria;k__unclassified_d__Bacteria;p__Candidatus_Binatota,0,0,1.60E-05,1.17E-05,0,4.02E-05,0,0,3.75E-05,3.12E-06,5.71E-06,4.73E-06,8.90E-06,0,0,0,3.80E-06,0,5.69E-06,3.03E-05,0,4.85E-06,4.43E-06,0,0,2.08E-05,1.68E-05,0,1.54E-05,1.15E-06,0,2.03E-07,0,9.63E-07,3.47E-06,0,3.44E-07,1.51E-06,8.71E-06,0,7.91E-07,0,5.64E-06,1.30E-05,8.78E-06,0,0,8.30E-06,1.22E-05,0,8.35E-06,0,1.84E-05,0,1.24E-05,2.49E-05,1.99E-06,2.46E-06,2.97E-06,5.87E-07,1.74E-05,0,1.62E-05,0,0,2.22E-06,2.09E-06,8.64E-06,5.76E-06,4.61E-06,3.34E-06,2.26E-05,0,0,4.02E-06,2.72E-05,5.45E-06,6.14E-06,3.74E-06,1.70E-06,3.74E-06,1.62E-05,6.05E-06,1.39E-05,0,0,9.95E-06,3.93E-05,7.18E-06,1.33E-05,1.36E-06,0,4.45E-06,3.23E-05,0,2.20E-05,7.06E-06,0,8.94E-06,7.94E-06,0,7.20E-05,4.76E-06,1.22E-06,1.91E-06,3.05E-06,7.74E-05,5.70E-06,1.94E-05,4.53E-06,6.17E-06
d__Bacteria;k__unclassified_d__Bacteria;p__Chlorobi,2.89E-06,0,5.33E-06,5.83E-06,1.46E-05,0,0,5.14E-06,0,0,7.62E-06,0,5.93E-06,0,0,0,0,0,0,2.42E-05,0,1.62E-06,2.66E-05,0,8.42E-06,1.49E-05,3.36E-06,0,1.32E-05,8.02E-06,2.81E-06,2.23E-06,0,1.25E-05,0,0,3.44E-06,1.51E-06,2.96E-05,9.18E-06,7.12E-06,0.000103933,0,0,2.93E-06,1.17E-05,0,1.66E-05,0,7.58E-06,0,0,1.84E-05,1.24E-05,1.24E-05,0,0,0,3.26E-05,0,4.36E-06,4.00E-06,4.33E-05,0,0,1.11E-05,2.09E-06,1.44E-05,2.74E-05,0,1.34E-05,0,2.68E-07,0,0,3.73E-07,0,1.23E-05,3.74E-06,1.70E-06,3.74E-05,1.08E-05,5.44E-05,0,0,0,7.46E-06,0,3.59E-06,4.44E-06,0,1.75E-07,0,3.99E-07,0,0,0,0,0,5.16E-05,0,6.70E-06,5.95E-05,6.12E-07,1.53E-05,2.13E-05,7.04E-06,1.71E-05,0,1.51E-06,1.03E-06
d__Bacteria;k__unclassified_d__Bacteria;p__Candidatus_Melainabacteria,0,0.000422159,0,5.83E-06,2.43E-06,0,0,1.28E-05,0,0,0,0,2.97E-06,0,0.000107476,1.44E-07,5.71E-06,5.13E-06,2.84E-06,0,0,0,8.86E-06,7.59E-06,0,0,0,1.45E-06,8.83E-06,0,1.87E-06,4.06E-07,7.53E-07,0,1.04E-05,0,3.44E-07,1.51E-06,3.48E-06,4.59E-06,3.17E-06,0,0,0,1.46E-06,2.93E-06,9.23E-07,0,0,2.53E-06,0,0,1.67E-06,0,1.24E-05,1.11E-06,0,0,0,0,0,6.39E-06,5.41E-06,0,1.76E-06,0,0,0,0,0,0,0,0,0,0,1.12E-06,0,9.21E-06,0,1.70E-06,3.74E-06,0,0,8.31E-06,6.26E-06,2.69E-06,4.97E-06,0,0,4.44E-06,1.36E-06,1.40E-06,8.89E-06,2.79E-06,0,0,1.77E-06,5.12E-06,0,3.97E-06,2.59E-06,1.68E-06,0,0,0,1.52E-05,0,5.70E-06,0,0,0
d__Bacteria;k__unclassified_d__Bacteria;p__Candidatus_Eisenbacteria,0,0,1.60E-05,2.33E-05,4.86E-06,2.01E-05,5.12E-06,0,1.87E-05,3.12E-06,1.90E-06,0,0,0,0,0,0,2.56E-06,5.69E-06,1.82E-05,0,0,3.55E-05,3.80E-06,0,8.92E-05,0,0,4.41E-06,0,1.87E-06,0,0,0,3.47E-06,0,0,0,3.48E-06,0,0,5.07E-06,1.13E-05,0,0,5.86E-06,9.23E-07,4.15E-06,0,2.53E-06,1.25E-05,0,0,0,2.47E-05,0,1.99E-06,0,2.97E-06,0,1.74E-05,1.60E-06,0,1.08E-06,0,0,0,2.30E-05,1.44E-06,2.31E-06,0,4.52E-06,0,3.83E-06,0,3.73E-07,0,0,1.50E-05,0,3.74E-06,1.08E-05,0,0,2.09E-06,2.69E-06,2.49E-06,3.14E-05,3.59E-05,2.67E-05,0,0,0,0,5.59E-06,1.10E-05,5.30E-06,0,0,1.98E-05,0,0,0,1.22E-06,0,9.14E-06,4.22E-05,1.14E-05,0,0,1.03E-06
d__Bacteria;k__unclassified_d__Bacteria;p__candidate_division_Zixibacteria,0,0,1.60E-05,0,2.43E-05,1.34E-05,0,0,1.87E-05,0,0,0,0,3.87E-05,0,0,0,2.56E-06,0,0,0,0,0,0,0,1.49E-05,1.01E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.64E-06,9.75E-06,0,0,0,0,0,0,1.25E-05,0,0,0,3.09E-05,0,0,7.38E-06,0,0,4.36E-06,0,0,0,0,0,0,0,1.44E-06,0,0,0,0,1.15E-05,3.22E-05,0,0,0,0,0,0,0,0,0,0,2.96E-05,0,9.42E-05,0,0,0,0,0,0,0.000161967,1.65E-05,0,0,2.24E-05,0,0,0,0,1.22E-06,0,0,0,1.71E-05,0,0,0
d__Bacteria;k__unclassified_d__Bacteria;p__Kiritimatiellaeota,0,7.14E-05,5.33E-06,0,2.43E-06,0,0,0,0,1.56E-06,0,0,5.93E-06,0,0.000271519,1.44E-07,0,0,2.84E-06,0,0,1.62E-06,4.43E-06,3.80E-06,8.42E-07,0,3.36E-06,0,2.21E-06,1.26E-05,9.37E-07,6.09E-07,0,2.89E-06,6.94E-06,0,3.44E-07,0,5.23E-06,4.59E-06,0,0,1.13E-05,0,0,5.86E-06,0,0,4.88E-06,7.58E-06,8.35E-06,0,0,9.21E-07,0,0,1.99E-06,2.46E-06,5.93E-06,0,8.71E-06,0,0,0,8.82E-07,0,4.18E-06,0,7.20E-06,2.31E-06,0,4.52E-06,0,0,4.02E-06,0,0,0,0,0,1.87E-06,5.41E-06,0,0,0,0,0,0,0,4.44E-06,0,0,4.45E-06,3.99E-07,0,1.10E-05,1.77E-06,0,8.94E-06,0,5.18E-06,0,0,0,1.91E-06,6.09E-06,0,0,0,1.51E-06,1.03E-06
d__Bacteria;k__unclassified_d__Bacteria;p__Candidatus_Gracilibacteria,7.71E-06,0,0,5.83E-06,0,0,1.02E-05,0,0,7.81E-06,3.81E-06,4.73E-06,5.93E-06,7.04E-06,0,0,0,0,0,0,0,3.24E-06,8.86E-06,0,4.21E-06,0,6.73E-06,0,6.62E-06,4.58E-06,1.87E-06,0,0,2.21E-05,0,0,0,0,1.05E-05,4.59E-06,7.91E-07,2.53E-05,0,3.25E-06,0,2.93E-06,0,1.66E-05,0,1.26E-05,4.17E-06,0,0,0,1.24E-05,0,1.99E-06,9.84E-06,5.93E-06,0,0,7.99E-07,0,4.34E-06,2.65E-06,1.78E-05,0,8.64E-06,2.16E-05,9.22E-06,2.67E-05,9.04E-06,0,0,1.61E-05,0,0,0,1.12E-05,1.70E-06,1.12E-05,5.41E-06,6.05E-06,0,2.09E-06,0,4.97E-06,7.85E-06,0,4.44E-06,0,0,8.89E-06,0,0,0,0,0,0,7.94E-06,5.18E-06,0,3.57E-05,6.12E-07,1.15E-05,0,0,0,3.88E-06,1.21E-05,1.03E-06
